DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2011-08-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,157,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SalDN,Salmon Creek Downstream,45.40077,-65.99181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2011-08-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,166.6666667,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SalUP,Salmon Creek Upstream,45.42371,-65.95859,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2011-08-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,81.33333333,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,TaylorsBrookDownstream,Taylors Brook Downstream,45.38213,-65.99716,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2011-08-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,87.33333333,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,TaylorsBrookUpstream,Taylors Brook Upstream,45.3785,-65.9788,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2011-08-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,84,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily1,Lily Lake Site 1,45.29075,-66.05918333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2011-08-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,84,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily2,Lily Lake Site 2,45.29135,-66.05908333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2011-08-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,44,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily1,Lily Lake Site 1,45.29075,-66.05918333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2011-08-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3227,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily2,Lily Lake Site 2,45.29135,-66.05908333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2011-08-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1563,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,130000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-06-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1200000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1150000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,215000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,23000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,300,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,525000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1400,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,240000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,112500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,120000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2700,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,550,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,19500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,5250,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,85000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,280,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,45000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,13500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,115000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1425,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,167500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2013-08-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,550,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,225,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,135000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,16000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,225,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,225,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,13500,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,215,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,45000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,21000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,490,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,410,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,35000,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,550,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,120,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,200,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,510,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,890,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,330,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,30,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,620,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,470,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,200,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,75,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,335,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,260,cfu/100mL,Actual,,,,,,,8155,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,98000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,6475,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4033,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1093,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1822,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,420,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC2,Marsh Creek 2,45.28156,-66.04869,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,47400,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1633,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2066,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2014-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,740,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,31000000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2700000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,480000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-06-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,90000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC1,Marsh Creek 1,45.2775,-66.04712,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,640,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC3,Marsh Creek 3,45.28484,-66.05239,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,520,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC4,Marsh Creek 4,45.289029,-66.047363,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,310,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MC5,Marsh Creek 5,45.29099,-66.0436,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2015-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,700,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
